,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,popularity,release_date,length,artist
671,Breakthrough,2,4pZA1GWGfG4JoZ0rbb8yG2,FANCY - Japanese ver.,spotify:track:4pZA1GWGfG4JoZ0rbb8yG2,0.0238,0.692,0.847,0.0,0.441,-1.947,0.0534,132.053,0.712,4,47,2019-07-24,216146,TWICE
672,Breakthrough,3,2qM9XN5Wm4qqfjdfTGEK0Y,Breakthrough - taalthechoi Remix,spotify:track:2qM9XN5Wm4qqfjdfTGEK0Y,0.00822,0.78,0.865,0.00208,0.0614,-3.457,0.0444,124.992,0.703,4,35,2019-07-24,202586,TWICE
673,Breakthrough,4,45LwqjiAx96d9G9Pl3rKjT,Breakthrough - Instrumental,spotify:track:45LwqjiAx96d9G9Pl3rKjT,0.000636,0.828,0.574,0.816,0.0834,-6.405,0.0564,112.012,0.539,4,29,2019-07-24,217546,TWICE
675,HAPPY HAPPY,2,0iX1xgkeufEX3uW2AIqSUM,The Best Thing I Ever Did - Japanese ver.,spotify:track:0iX1xgkeufEX3uW2AIqSUM,0.371,0.742,0.67,0.0,0.11,-3.815,0.0238,104.98,0.481,4,36,2019-07-17,212653,TWICE
676,HAPPY HAPPY,3,08SD8vtHjP7jZt9WZT9rGj,HAPPY HAPPY - collapsedone Remix,spotify:track:08SD8vtHjP7jZt9WZT9rGj,0.0777,0.751,0.917,0.00207,0.131,-1.202,0.0478,100.007,0.427,4,35,2019-07-17,212560,TWICE
677,HAPPY HAPPY,4,6IQ0FpPXIKNbE2kb8mSS27,HAPPY HAPPY - Instrumental,spotify:track:6IQ0FpPXIKNbE2kb8mSS27,0.00184,0.612,0.936,0.752,0.301,-3.74,0.0846,180.018,0.541,4,26,2019-07-17,207680,TWICE
678,Breakthrough,1,5COO2JgOmHIJ2jsXFwflz8,Breakthrough,spotify:track:5COO2JgOmHIJ2jsXFwflz8,0.0439,0.868,0.728,0.0,0.0975,-3.338,0.11,112.006,0.616,4,62,2019-06-12,217650,TWICE
679,HAPPY HAPPY,1,1yPkYnRgZveWLCUSWX16ra,HAPPY HAPPY,spotify:track:1yPkYnRgZveWLCUSWX16ra,0.173,0.609,0.932,0.000946,0.396,-1.562,0.145,179.995,0.755,4,56,2019-06-12,206973,TWICE
686,FANCY YOU,1,0W5hTAWn8Tq0Qfhg1XP3YW,FANCY,spotify:track:0W5hTAWn8Tq0Qfhg1XP3YW,0.0122,0.697,0.874,0.0,0.627,-2.15,0.045,132.022,0.775,4,77,2019-04-22,213880,TWICE
687,FANCY YOU,2,7F9Zd97ECxHwnNkEvAl6Ao,STUCK IN MY HEAD,spotify:track:7F9Zd97ECxHwnNkEvAl6Ao,0.102,0.545,0.789,0.0,0.423,-3.494,0.136,179.886,0.355,4,54,2019-04-22,176293,TWICE
688,FANCY YOU,3,1fF45ncdGHw4JXG1EbmlTX,GIRLS LIKE US,spotify:track:1fF45ncdGHw4JXG1EbmlTX,0.0457,0.73,0.695,0.0,0.379,-4.367,0.0695,97.995,0.698,4,54,2019-04-22,158640,TWICE
689,FANCY YOU,4,2YbeCUhBk2JCsKtcQwLXq8,HOT,spotify:track:2YbeCUhBk2JCsKtcQwLXq8,0.00736,0.757,0.571,0.0,0.0175,-6.79,0.0714,119.954,0.765,4,56,2019-04-22,177826,TWICE
690,FANCY YOU,5,0ORjw0W7sRXcJbMhAuff3U,TURN IT UP,spotify:track:0ORjw0W7sRXcJbMhAuff3U,0.0628,0.828,0.812,0.0,0.14,-3.572,0.0521,119.991,0.961,4,54,2019-04-22,187253,TWICE
691,FANCY YOU,6,55NGPOT6oGrIodlMG0QfHn,STRAWBERRY,spotify:track:55NGPOT6oGrIodlMG0QfHn,0.109,0.825,0.665,0.0,0.0672,-6.131,0.0417,118.043,0.786,4,54,2019-04-22,209226,TWICE
692,#TWICE2,1,2W1YeWvOpGWQIArbfI4pnw,LIKEY - Japanese ver.,spotify:track:2W1YeWvOpGWQIArbfI4pnw,0.379,0.717,0.893,0.000112,0.12,-1.391,0.0382,131.947,0.426,4,52,2019-03-06,207825,TWICE
693,#TWICE2,2,3hePH8YWEb6BUJ163U9wDa,Heart Shaker - Japanese ver.,spotify:track:3hePH8YWEb6BUJ163U9wDa,0.00936,0.538,0.935,0.0,0.0701,-1.075,0.061,163.908,0.826,4,54,2019-03-06,188373,TWICE
694,#TWICE2,3,1aHFbW8QF7LoJWcX0kPcrH,What is Love? - Japanese ver.,spotify:track:1aHFbW8QF7LoJWcX0kPcrH,0.0501,0.564,0.892,0.0,0.234,-1.84,0.0639,169.939,0.637,4,53,2019-03-06,208237,TWICE
695,#TWICE2,4,3picEaAiFbUtP9YDoM7J73,Dance The Night Away - Japanese ver.,spotify:track:3picEaAiFbUtP9YDoM7J73,0.109,0.681,0.847,4.02e-05,0.0828,-3.855,0.107,117.947,0.743,4,55,2019-03-06,183466,TWICE
696,#TWICE2,5,68FitshLHaAaDnoyAsq8L5,YES or YES - Japanese ver.,spotify:track:68FitshLHaAaDnoyAsq8L5,0.0655,0.707,0.915,0.0,0.183,-2.991,0.0419,137.972,0.769,4,53,2019-03-06,241093,TWICE
703,Wake Me Up,2,53JPvPxpC5IU4gYVmDLqU6,Pink Lemonade,spotify:track:53JPvPxpC5IU4gYVmDLqU6,0.0816,0.706,0.969,0.0,0.0564,-2.952,0.0781,128.004,0.734,4,45,2018-05-16,220412,TWICE
704,Wake Me Up,3,2JRpDTA8mXIW7rVhST3sot,Wake Me Up - Instrumental,spotify:track:2JRpDTA8mXIW7rVhST3sot,9.72e-05,0.622,0.995,0.852,0.323,-2.59,0.0667,125.991,0.646,4,25,2018-05-16,211760,TWICE
705,Wake Me Up,4,76ErKywk66yqA3vbUX5T7M,Pink Lemonade - Instrumental,spotify:track:76ErKywk66yqA3vbUX5T7M,5.74e-05,0.586,0.867,0.684,0.0578,-6.372,0.0357,128.031,0.812,4,25,2018-05-16,220412,TWICE
719,Candy Pop,3,106R5tUsYByg71UYvT2Pin,Candy Pop - Instrumental,spotify:track:106R5tUsYByg71UYvT2Pin,0.000687,0.56,0.964,0.864,0.147,-2.66,0.0523,174.032,0.459,4,27,2018-02-07,202013,TWICE
720,Candy Pop,4,2Oz1EFvuo14Fg5ASTSpDEv,BRAND NEW GIRL - Instrumental,spotify:track:2Oz1EFvuo14Fg5ASTSpDEv,2.92e-05,0.592,0.954,0.847,0.339,-8.014,0.0714,157.013,0.863,4,25,2018-02-07,213951,TWICE
