,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,popularity,release_date,length,artist
246,Choerry,1,1H3i6WXxrJB7LEoH5iStvb,Love Cherry Motion,spotify:track:1H3i6WXxrJB7LEoH5iStvb,0.0198,0.696,0.863,0.0,0.114,-3.805,0.0307,136.993,0.769,4,54,2017-07-28,221847,LOONA
247,Choerry,2,0Y1oSjd9U7Qy5t7EDjAjPq,Puzzle,spotify:track:0Y1oSjd9U7Qy5t7EDjAjPq,0.07,0.723,0.711,0.0,0.088,-5.369,0.076,99.991,0.706,4,44,2017-07-28,220043,LOONA
248,JinSoul,1,1uNTfm5WZVGdig95SAXajH,Singing in the Rain,spotify:track:1uNTfm5WZVGdig95SAXajH,0.00906,0.566,0.762,1.35e-05,0.102,-6.638,0.0813,137.996,0.528,4,53,2017-06-26,211661,LOONA
249,JinSoul,2,3GAKRdjL6Snq9C7u5tMC01,Love Letter,spotify:track:3GAKRdjL6Snq9C7u5tMC01,0.257,0.623,0.652,0.0,0.125,-5.4,0.0377,110.981,0.172,4,47,2017-06-26,188899,LOONA
250,Kim Lip,1,26K21MUaPDTnzHqtiiffFv,Eclipse,spotify:track:26K21MUaPDTnzHqtiiffFv,0.394,0.538,0.782,0.0,0.122,-4.299,0.101,97.513,0.447,4,56,2017-05-23,231237,LOONA
251,Kim Lip,2,1QzbeeShhAATdT87ssWtK4,Twilight,spotify:track:1QzbeeShhAATdT87ssWtK4,0.555,0.674,0.825,0.0,0.101,-2.996,0.0614,91.995,0.566,4,46,2017-05-23,186722,LOONA
252,ViVi,1,5HGeTj4lVdLGed5c358q1f,Everyday I Love You,spotify:track:5HGeTj4lVdLGed5c358q1f,0.0395,0.706,0.754,0.0,0.217,-4.829,0.0435,119.961,0.679,4,48,2017-04-17,208160,LOONA
253,ViVi,2,089ima1riL9o88kUlCgFCp,Everyday I Need You,spotify:track:089ima1riL9o88kUlCgFCp,0.361,0.71,0.567,0.0,0.0922,-6.086,0.0266,97.041,0.554,4,42,2017-04-17,187624,LOONA
254,YeoJin,1,3DGKXLtVjawKFweymvHn84,키스는 다음에,spotify:track:3DGKXLtVjawKFweymvHn84,0.177,0.378,0.766,0.0,0.0733,-4.11,0.0924,207.642,0.632,4,48,2017-01-16,199754,LOONA
255,YeoJin,2,7vgLNwdUzUQelOr9aacuxA,My Sunday,spotify:track:7vgLNwdUzUQelOr9aacuxA,0.257,0.389,0.785,0.0,0.141,-3.994,0.125,95.011,0.609,4,41,2017-01-16,182713,LOONA
256,YeoJin,3,6f1PlxNaKfbbBosoRXmoAF,My Melody,spotify:track:6f1PlxNaKfbbBosoRXmoAF,0.197,0.665,0.869,0.0,0.171,-3.336,0.0423,97.96,0.683,4,41,2017-01-16,182920,LOONA
257,HaSeul,1,2jvTBj2oSJi3fij1WH1AJR,The Carol,spotify:track:2jvTBj2oSJi3fij1WH1AJR,0.314,0.462,0.819,0.0,0.0756,-2.717,0.0444,145.061,0.535,4,42,2016-12-15,206432,LOONA
258,HaSeul,2,0KsPxLQtEvfb04Sx1pmUsL,"소년, 소녀",spotify:track:0KsPxLQtEvfb04Sx1pmUsL,0.391,0.602,0.579,0.0,0.0945,-4.657,0.0306,116.019,0.216,4,47,2016-12-15,187649,LOONA
259,HyunJin,1,1z1nsNEnhzTfH3CX7fcsaz,I'll Be There,spotify:track:1z1nsNEnhzTfH3CX7fcsaz,0.259,0.592,0.799,0.0,0.081,-3.995,0.114,112.176,0.729,4,45,2016-11-17,188558,LOONA
260,HyunJin,2,5ugtjxSBLylCYzfVcJTLMw,다녀가요,spotify:track:5ugtjxSBLylCYzfVcJTLMw,0.802,0.548,0.644,0.0,0.0932,-4.422,0.0357,139.951,0.258,4,48,2016-11-17,209110,LOONA
261,HeeJin,1,1P2oYaTIBRB4pYL28Ps5Mv,ViViD,spotify:track:1P2oYaTIBRB4pYL28Ps5Mv,0.261,0.71,0.878,0.0,0.465,-3.67,0.151,105.966,0.747,4,49,2016-10-05,201537,LOONA
262,HeeJin,2,3w9DXhZIfOJpStUSkLHxWg,ViViD Acoustic Mix Version,spotify:track:3w9DXhZIfOJpStUSkLHxWg,0.713,0.731,0.53,0.0,0.313,-5.109,0.072,97.904,0.726,4,38,2016-10-05,216273,LOONA
263,Love & Evil,1,0HT726L1FN7csp0DmTfwhU,Love & Evil,spotify:track:0HT726L1FN7csp0DmTfwhU,0.846,0.37,0.404,0.672,0.0839,-7.747,0.0321,72.18,0.19,5,37,2017-04-27,62875,LOOΠΔ 1/3
264,Love & Evil,2,6LOPo5liG9RE6pBKTVUoEm,Sonatine,spotify:track:6LOPo5liG9RE6pBKTVUoEm,0.845,0.382,0.651,0.0,0.34,-2.893,0.0349,127.85,0.607,4,44,2017-04-27,197346,LOOΠΔ 1/3
265,Love & Evil,3,3WALXPWdol0F0quHImXEYm,Rain 51db,spotify:track:3WALXPWdol0F0quHImXEYm,0.518,0.668,0.692,0.0,0.193,-3.399,0.029,98.037,0.351,4,40,2017-04-27,201409,LOOΠΔ 1/3
266,Love & Evil,4,3isW89jO5h49OoCHpqediW,Love & Live,spotify:track:3isW89jO5h49OoCHpqediW,0.132,0.743,0.758,0.0,0.116,-4.177,0.0521,109.988,0.654,4,46,2017-04-27,206868,LOOΠΔ 1/3
267,Love & Evil,5,5K8aKuDFrWIHyNiPH1slWv,You and Me Together,spotify:track:5K8aKuDFrWIHyNiPH1slWv,0.208,0.786,0.683,0.0,0.0692,-4.252,0.0438,110.05,0.862,4,41,2017-04-27,187703,LOOΠΔ 1/3
268,Love & Evil,6,2TUQSG8OGC1cg1uMyJrJks,Fairy Tale,spotify:track:2TUQSG8OGC1cg1uMyJrJks,0.949,0.441,0.284,0.0,0.0978,-8.336,0.0362,140.206,0.171,3,39,2017-04-27,187442,LOOΠΔ 1/3
269,Love & Evil,7,4UN3kpjB0RoGXUx2zyNzK0,Valentine Girl,spotify:track:4UN3kpjB0RoGXUx2zyNzK0,0.065,0.72,0.599,0.0,0.0522,-4.162,0.0336,154.957,0.749,4,39,2017-04-27,190722,LOOΠΔ 1/3
270,Love & Live,1,1vFgGSZOjdomaUakHJi3oB,Into the New Heart,spotify:track:1vFgGSZOjdomaUakHJi3oB,9.54e-05,0.528,0.927,0.0954,0.499,-7.635,0.0927,109.018,0.142,4,34,2017-03-13,67437,LOOΠΔ 1/3
275,Max & Match,1,4NzNeHybw9rIbbRb7ztgfm,ADD,spotify:track:4NzNeHybw9rIbbRb7ztgfm,0.0485,0.389,0.778,0.162,0.199,-8.936,0.215,97.869,0.305,3,39,2017-10-31,64215,LOOΠΔ / ODD EYE CIRCLE
276,Max & Match,2,5fgpCIjBJ098E9zqN9DS87,Sweet Crazy Love,spotify:track:5fgpCIjBJ098E9zqN9DS87,0.041,0.542,0.862,0.0,0.084,-4.413,0.0983,111.941,0.543,4,51,2017-10-31,209083,LOOΠΔ / ODD EYE CIRCLE
277,Max & Match,3,2oFbMd0TcgUm7Df4Sx16h9,Uncover,spotify:track:2oFbMd0TcgUm7Df4Sx16h9,0.131,0.75,0.764,0.0,0.072,-4.916,0.0442,130.054,0.397,4,48,2017-10-31,200987,LOOΠΔ / ODD EYE CIRCLE
278,Max & Match,4,5OnchRw2yAuIAwp2RYLCBa,Girl Front,spotify:track:5OnchRw2yAuIAwp2RYLCBa,0.0491,0.72,0.794,2.14e-05,0.264,-4.084,0.156,140.01,0.694,4,55,2017-10-31,196733,LOOΠΔ / ODD EYE CIRCLE
279,Max & Match,5,2FwFu6y1aXPWXWcD9RxA6v,LOONATIC,spotify:track:2FwFu6y1aXPWXWcD9RxA6v,0.00186,0.487,0.885,3.49e-05,0.102,-3.799,0.0984,149.937,0.762,4,46,2017-10-31,180575,LOOΠΔ / ODD EYE CIRCLE
280,Max & Match,6,4wOXL5AcwYT1Lc8IuqZfot,Chaotic,spotify:track:4wOXL5AcwYT1Lc8IuqZfot,0.552,0.723,0.784,0.0,0.0607,-4.443,0.122,135.868,0.776,4,43,2017-10-31,239346,LOOΠΔ / ODD EYE CIRCLE
281,Max & Match,7,7hhXSyozEb30vG4dqzqQBv,Starlight,spotify:track:7hhXSyozEb30vG4dqzqQBv,0.399,0.646,0.731,0.0,0.135,-5.184,0.0465,119.894,0.388,4,42,2017-10-31,201365,LOOΠΔ / ODD EYE CIRCLE
282,Max & Match,8,0ZsRFf3jsn4MvGHUoIcKLy,ODD Front,spotify:track:0ZsRFf3jsn4MvGHUoIcKLy,0.0335,0.632,0.806,3.19e-06,0.115,-4.319,0.0416,139.981,0.385,4,47,2017-10-31,225733,LOOΠΔ / ODD EYE CIRCLE
283,LOONATIC Eng. Ver.,1,7xkpUBffveGC99B2UYIuFy,LOONATIC Eng. Ver.,spotify:track:7xkpUBffveGC99B2UYIuFy,0.00199,0.501,0.889,0.0178,0.0901,-4.411,0.0872,150.11,0.816,4,45,2017-10-23,180575,LOOΠΔ / ODD EYE CIRCLE
284,Mix & Match,1,3GRwM20EPVWjKoVsNsHjrj,ODD,spotify:track:3GRwM20EPVWjKoVsNsHjrj,0.595,0.25,0.833,6.64e-05,0.189,-9.554,0.0465,136.885,0.287,4,36,2017-09-21,45175,LOOΠΔ / ODD EYE CIRCLE
289,beauty&thebeat,1,2GkF0nk8gmLYru7UZcZA9K,dal segno,spotify:track:2GkF0nk8gmLYru7UZcZA9K,0.0366,0.819,0.655,0.0475,0.253,-5.9,0.0504,110.116,0.436,4,38,2018-05-30,65971,LOONA/yyxy
290,beauty&thebeat,2,4rKEmhNA19JezqVsSQS4yo,love4eva (feat. Grimes),spotify:track:4rKEmhNA19JezqVsSQS4yo,0.0677,0.737,0.954,0.0,0.223,-2.111,0.0354,102.015,0.733,4,55,2018-05-30,220477,LOONA/yyxy
291,beauty&thebeat,3,5zNzvVBEuk8EEQslNTe42B,frozen,spotify:track:5zNzvVBEuk8EEQslNTe42B,0.0447,0.613,0.87,0.0,0.401,-3.639,0.0581,124.055,0.217,4,42,2018-05-30,207928,LOONA/yyxy
292,beauty&thebeat,4,0ZoFCxoLfn2uKunJbm4ERr,one way,spotify:track:0ZoFCxoLfn2uKunJbm4ERr,0.696,0.471,0.504,0.0,0.146,-4.187,0.0315,133.776,0.191,4,40,2018-05-30,227312,LOONA/yyxy
293,beauty&thebeat,5,3jueKDWC9DmTfnU2jMxE8U,rendezvous 18.6y,spotify:track:3jueKDWC9DmTfnU2jMxE8U,0.249,0.538,0.734,0.0,0.349,-4.387,0.0837,159.785,0.539,4,43,2018-05-30,205811,LOONA/yyxy
295,GO LIVE,2,0i81cQOYOJiUtOwEBaRcAK,God's Menu,spotify:track:0i81cQOYOJiUtOwEBaRcAK,0.00776,0.689,0.771,0.0,0.521,-3.618,0.0548,157.052,0.482,4,49,2020-06-17,167922,Stray Kids
308,GO LIVE,1,1M9qmt6EFa0RJJV8C7Y3HO,GO LIVE,spotify:track:1M9qmt6EFa0RJJV8C7Y3HO,0.0318,0.656,0.869,0.0688,0.0781,-7.606,0.102,153.967,0.115,4,65,2020-06-17,110621,Stray Kids
309,GO LIVE,2,0RzT9tBLcQhofW2TNiHP9B,God’s Menu,spotify:track:0RzT9tBLcQhofW2TNiHP9B,0.00776,0.689,0.771,0.0,0.521,-3.618,0.0548,157.052,0.482,4,78,2020-06-17,167922,Stray Kids
310,GO LIVE,3,2AeLlfB0vLKz7nukzQ97ri,Easy,spotify:track:2AeLlfB0vLKz7nukzQ97ri,0.000219,0.701,0.812,1.03e-05,0.471,-5.175,0.0602,144.1,0.388,4,67,2020-06-17,183134,Stray Kids
311,GO LIVE,4,53StevmjK3N3aYHwoxRsBQ,Pacemaker,spotify:track:53StevmjK3N3aYHwoxRsBQ,0.0219,0.795,0.874,0.0,0.114,-3.602,0.0601,100.024,0.497,4,65,2020-06-17,190602,Stray Kids
312,GO LIVE,5,45GRs2YmGzTKp2MmafqCjG,Airplane,spotify:track:45GRs2YmGzTKp2MmafqCjG,0.0756,0.796,0.813,0.0,0.0428,-3.116,0.207,156.047,0.858,4,65,2020-06-17,214726,Stray Kids
313,GO LIVE,6,01UPzueYKNIRn4R9l5neB5,Another Day,spotify:track:01UPzueYKNIRn4R9l5neB5,0.422,0.848,0.453,3.67e-05,0.333,-10.234,0.126,94.991,0.54,4,64,2020-06-17,166968,Stray Kids
314,GO LIVE,7,6m8vPz16wTojmAnVgdWtls,Phobia,spotify:track:6m8vPz16wTojmAnVgdWtls,0.0491,0.681,0.923,0.0,0.0769,-3.387,0.042,141.996,0.551,4,65,2020-06-17,212618,Stray Kids
315,GO LIVE,8,560TR1d15nGMXufjbt5tys,Blueprint,spotify:track:560TR1d15nGMXufjbt5tys,0.0591,0.744,0.77,0.0,0.287,-4.54,0.0599,109.977,0.606,4,64,2020-06-17,251300,Stray Kids
316,GO LIVE,9,0I952Ff5CiRpdtfpSGUuA9,TA,spotify:track:0I952Ff5CiRpdtfpSGUuA9,0.00262,0.639,0.957,0.0,0.367,-3.157,0.236,126.031,0.487,4,64,2020-06-17,208657,Stray Kids
317,GO LIVE,10,6RjcdArzX2hixSXkGVLt1o,Haven,spotify:track:6RjcdArzX2hixSXkGVLt1o,0.0529,0.677,0.95,0.0,0.102,-3.535,0.0708,129.973,0.593,4,63,2020-06-17,199671,Stray Kids
318,GO LIVE,11,05E7iRWsq1MYAlJElzCKCv,"TOP (""Tower of God"" OP)",spotify:track:05E7iRWsq1MYAlJElzCKCv,0.00316,0.615,0.941,0.0,0.237,-2.71,0.131,97.924,0.247,4,62,2020-06-17,185552,Stray Kids
319,GO LIVE,12,2GpRNFluKholHzpWM7t0t8,"SLUMP (""Tower of God"" ED)",spotify:track:2GpRNFluKholHzpWM7t0t8,0.166,0.608,0.873,0.0,0.493,-3.844,0.168,160.048,0.655,4,61,2020-06-17,134792,Stray Kids
320,GO LIVE,13,41qqDAW8PnUMNFdqqrvMEz,Mixtape : Gone Days,spotify:track:41qqDAW8PnUMNFdqqrvMEz,0.139,0.897,0.818,0.0,0.0465,-4.74,0.0668,135.029,0.875,4,60,2020-06-17,194885,Stray Kids
322,SKZ2020,1,4nqItrfQh19qff8UYiznxU,Levanter -Japanese ver.-,spotify:track:4nqItrfQh19qff8UYiznxU,0.00397,0.556,0.697,0.0,0.52,-4.864,0.0558,149.984,0.375,4,24,2020-03-18,197440,Stray Kids
324,SKZ2020,3,6TLHpNGuV3kiAHVfkKuEE3,My Pace -Japanese ver.-,spotify:track:6TLHpNGuV3kiAHVfkKuEE3,0.0179,0.672,0.865,0.0,0.104,-4.166,0.269,154.979,0.7,4,27,2020-03-18,191413,Stray Kids
350,SKZ2020,2,4pbn3QsIKWv6BawpO14Kzq,BEWARE,spotify:track:4pbn3QsIKWv6BawpO14Kzq,0.0414,0.678,0.951,0.0,0.378,-2.649,0.213,98.028,0.404,4,50,2020-03-18,190653,Stray Kids
351,SKZ2020,3,3aYsXEPnbdHwIByyJIF4b8,Spread My Wings,spotify:track:3aYsXEPnbdHwIByyJIF4b8,0.15,0.68,0.945,0.0,0.238,-3.472,0.191,139.887,0.67,4,52,2020-03-18,202120,Stray Kids
352,SKZ2020,4,3TdDuTNDALwxyPSy8mqVWY,YAYAYA,spotify:track:3TdDuTNDALwxyPSy8mqVWY,0.108,0.674,0.938,0.0,0.0969,-1.687,0.223,132.041,0.696,4,50,2020-03-18,202666,Stray Kids
354,SKZ2020,6,6wFFqR7yjw21vqFvA08PWu,Mirror,spotify:track:6wFFqR7yjw21vqFvA08PWu,0.0134,0.589,0.849,0.0,0.121,-3.761,0.276,185.936,0.518,4,49,2020-03-18,222440,Stray Kids
355,SKZ2020,7,5m34huZyl058eNO7F4hIG9,Grow Up,spotify:track:5m34huZyl058eNO7F4hIG9,0.114,0.553,0.944,0.0,0.353,-3.254,0.249,174.096,0.625,4,51,2020-03-18,213040,Stray Kids
360,SKZ2020,12,0DKnykHG3eGnUM6YQe7Z5a,Awkward Silence,spotify:track:0DKnykHG3eGnUM6YQe7Z5a,0.0972,0.541,0.894,0.0,0.0974,-2.989,0.248,199.821,0.732,4,52,2020-03-18,195320,Stray Kids
380,Clé : LEVANTER,1,5rqvgt4X1q8M6PYDQm7PCg,STOP,spotify:track:5rqvgt4X1q8M6PYDQm7PCg,0.158,0.769,0.862,0.000569,0.193,-6.213,0.121,128.025,0.196,4,53,2019-12-09,189513,Stray Kids
381,Clé : LEVANTER,2,3TzrKNQCfNOf1CywNC5U4A,Double Knot,spotify:track:3TzrKNQCfNOf1CywNC5U4A,0.0634,0.754,0.734,0.0,0.467,-5.352,0.349,146.954,0.579,4,55,2019-12-09,189771,Stray Kids
382,Clé : LEVANTER,3,4mtPGvoOvfqskC9M3tNZrV,Levanter,spotify:track:4mtPGvoOvfqskC9M3tNZrV,0.00747,0.559,0.695,0.0,0.545,-4.722,0.0518,149.964,0.349,4,63,2019-12-09,195656,Stray Kids
383,Clé : LEVANTER,4,0d0dnERp81YYz95fuakZb5,Booster,spotify:track:0d0dnERp81YYz95fuakZb5,0.0724,0.657,0.877,0.0,0.349,-4.929,0.0923,150.05,0.812,4,53,2019-12-09,220648,Stray Kids
384,Clé : LEVANTER,5,62namC9dSNTcs6lDhk1WOT,Astronaut,spotify:track:62namC9dSNTcs6lDhk1WOT,0.0269,0.751,0.843,0.0,0.187,-6.539,0.0992,120.053,0.647,4,55,2019-12-09,179008,Stray Kids
385,Clé : LEVANTER,6,2wpiWR4tTz4ewnYV1v4KQC,Sunshine,spotify:track:2wpiWR4tTz4ewnYV1v4KQC,0.0849,0.725,0.655,0.0,0.161,-5.766,0.0656,143.019,0.493,4,57,2019-12-09,222284,Stray Kids
386,Clé : LEVANTER,7,5VoUJEP8CmWmHrsmcAaNSh,You Can STAY,spotify:track:5VoUJEP8CmWmHrsmcAaNSh,0.0153,0.73,0.757,0.0,0.111,-7.042,0.0542,94.986,0.356,4,54,2019-12-09,208443,Stray Kids
396,Clé 2 : Yellow Wood,1,28eDLOPRRQUipJ7t4b06Nz,Road Not Taken,spotify:track:28eDLOPRRQUipJ7t4b06Nz,0.272,0.718,0.913,0.00112,0.116,-4.195,0.129,128.088,0.322,4,52,2019-06-19,95762,Stray Kids
397,Clé 2 : Yellow Wood,2,1BiXkuVBXz9IzP7210Zo9I,Side Effects,spotify:track:1BiXkuVBXz9IzP7210Zo9I,0.0215,0.443,0.978,0.0,0.0545,-1.736,0.145,129.987,0.114,4,63,2019-06-19,193852,Stray Kids
398,Clé 2 : Yellow Wood,3,2tZnDhLZoBE0ufusCEmhAL,TMT,spotify:track:2tZnDhLZoBE0ufusCEmhAL,0.055,0.798,0.852,0.0,0.0821,-3.225,0.0593,131.98,0.6,4,51,2019-06-19,207382,Stray Kids
399,Clé 2 : Yellow Wood,4,5L2p3U6GL2M2ojfZouGIIA,Mixtape#1,spotify:track:5L2p3U6GL2M2ojfZouGIIA,0.0338,0.796,0.759,0.0,0.0805,-3.613,0.081,99.992,0.498,4,51,2019-06-19,252933,Stray Kids
400,Clé 2 : Yellow Wood,5,6Gmy7RKh5jkBNzrNx0q8o2,Mixtape#2,spotify:track:6Gmy7RKh5jkBNzrNx0q8o2,0.525,0.602,0.504,0.0,0.219,-5.56,0.0707,173.958,0.484,4,53,2019-06-19,291844,Stray Kids
401,Clé 2 : Yellow Wood,6,7f6LzwjohLRDhkf7oqwUka,Mixtape#3,spotify:track:7f6LzwjohLRDhkf7oqwUka,0.236,0.762,0.644,0.0,0.237,-7.349,0.0426,114.051,0.587,4,51,2019-06-19,257853,Stray Kids
402,Clé 2 : Yellow Wood,7,2oB05HvHUVNPQI1tTiPoU4,Mixtape#4,spotify:track:2oB05HvHUVNPQI1tTiPoU4,0.0512,0.682,0.919,0.0,0.228,-3.168,0.188,98.067,0.529,4,52,2019-06-19,231463,Stray Kids
403,Clé 1 : MIROH,1,2H2a3l3nNrwCRngGylrVwN,Entrance,spotify:track:2H2a3l3nNrwCRngGylrVwN,0.0291,0.664,0.792,0.204,0.118,-6.046,0.0375,106.002,0.602,4,48,2019-03-25,98760,Stray Kids
404,Clé 1 : MIROH,2,4WuKHgxdCJsaOBIh7yndty,MIROH,spotify:track:4WuKHgxdCJsaOBIh7yndty,0.00911,0.563,0.979,0.0,0.249,-3.104,0.104,126.063,0.503,4,69,2019-03-25,207617,Stray Kids
405,Clé 1 : MIROH,3,6zvxOpyfvj2HH9iciFS0Px,Victory Song,spotify:track:6zvxOpyfvj2HH9iciFS0Px,0.00426,0.757,0.734,0.0,0.183,-4.535,0.0783,103.046,0.499,4,57,2019-03-25,196384,Stray Kids
406,Clé 1 : MIROH,4,7ruSvscfXs9cGBJo3bHNDn,Maze of Memories,spotify:track:7ruSvscfXs9cGBJo3bHNDn,0.194,0.711,0.699,0.0,0.108,-4.049,0.279,129.915,0.089,4,54,2019-03-25,175175,Stray Kids
407,Clé 1 : MIROH,5,5RqPSSwBwGGxgk7KYLUgay,Boxer,spotify:track:5RqPSSwBwGGxgk7KYLUgay,0.00781,0.677,0.905,0.0,0.291,-3.421,0.107,104.918,0.403,4,54,2019-03-25,200513,Stray Kids
408,Clé 1 : MIROH,6,2bUNQdhILcUR9BxE42AIMk,Chronosaurus,spotify:track:2bUNQdhILcUR9BxE42AIMk,0.26,0.501,0.875,0.0,0.185,-3.78,0.13,200.086,0.392,4,53,2019-03-25,198671,Stray Kids
409,Clé 1 : MIROH,7,5sYZPoYOvnjp4RcWYKisnR,19,spotify:track:5sYZPoYOvnjp4RcWYKisnR,0.388,0.78,0.653,0.0,0.093,-5.107,0.176,105.176,0.397,4,53,2019-03-25,205517,Stray Kids
410,I am YOU,1,6XUkHANd4nqJ2n36NIGSfV,YOU.,spotify:track:6XUkHANd4nqJ2n36NIGSfV,0.014,0.504,0.966,0.000534,0.354,-5.349,0.221,169.986,0.241,4,48,2018-10-22,78834,Stray Kids
411,I am YOU,2,59auNCL6Q3hx7eT7bwT55O,I am YOU,spotify:track:59auNCL6Q3hx7eT7bwT55O,0.0158,0.655,0.821,0.0,0.131,-4.741,0.187,144.977,0.672,4,58,2018-10-22,204239,Stray Kids
412,I am YOU,3,0JA999rRR2pGjuCnH3iboz,편 My Side,spotify:track:0JA999rRR2pGjuCnH3iboz,0.00388,0.567,0.91,0.0,0.183,-4.485,0.09,165.991,0.347,4,50,2018-10-22,216788,Stray Kids
413,I am YOU,4,5P4LVqVhX63AsGoF1v6dAH,해장국 Hero's Soup,spotify:track:5P4LVqVhX63AsGoF1v6dAH,0.301,0.598,0.559,0.0,0.263,-7.534,0.0616,171.851,0.0922,4,51,2018-10-22,212481,Stray Kids
414,I am YOU,5,3LAHbEBvDfj38gcUTA8bS7,Get Cool,spotify:track:3LAHbEBvDfj38gcUTA8bS7,0.0893,0.804,0.854,0.0,0.27,-4.194,0.0915,151.955,0.9,4,61,2018-10-22,194758,Stray Kids
415,I am YOU,6,5FWazzY9DEqlN7q1xEmEgb,극과 극 N/S,spotify:track:5FWazzY9DEqlN7q1xEmEgb,0.00218,0.822,0.668,0.0,0.1,-4.845,0.055,130.001,0.38,4,55,2018-10-22,224042,Stray Kids
416,I am YOU,7,5rNxfRh0OroqFtEG9hd3ML,0325,spotify:track:5rNxfRh0OroqFtEG9hd3ML,0.00718,0.499,0.854,0.0,0.17,-4.644,0.146,170.031,0.589,4,49,2018-10-22,218442,Stray Kids
417,I am WHO,1,2pXsVqASVWQgXVrtY4Bp0v,WHO?,spotify:track:2pXsVqASVWQgXVrtY4Bp0v,0.0408,0.337,0.846,4.49e-06,0.236,-4.003,0.0682,84.71,0.364,4,49,2018-08-06,104995,Stray Kids
418,I am WHO,2,339xlPKDLkEkFBFkMfAFfJ,My Pace,spotify:track:339xlPKDLkEkFBFkMfAFfJ,0.0569,0.682,0.831,0.0,0.0927,-4.234,0.253,155.12,0.785,4,63,2018-08-06,189325,Stray Kids
419,I am WHO,3,1grES9LSTRxKy5QC22VedG,Voices,spotify:track:1grES9LSTRxKy5QC22VedG,0.0168,0.649,0.87,0.0,0.36,-2.475,0.0503,149.927,0.298,4,57,2018-08-06,200382,Stray Kids
420,I am WHO,4,0LoUxvHRlxOkZvK0Y4ZJKb,Question,spotify:track:0LoUxvHRlxOkZvK0Y4ZJKb,0.0422,0.758,0.865,0.0,0.483,-2.546,0.091,98.055,0.592,4,51,2018-08-06,182699,Stray Kids
421,I am WHO,5,4j4ljkDStTGXYS4cA9zrEZ,불면증 Insomnia,spotify:track:4j4ljkDStTGXYS4cA9zrEZ,0.157,0.651,0.748,0.0,0.102,-3.764,0.343,167.964,0.767,4,56,2018-08-06,206430,Stray Kids
422,I am WHO,6,5b6tcjRBVcjhUwvPr28heg,M.I.A.,spotify:track:5b6tcjRBVcjhUwvPr28heg,0.146,0.82,0.864,0.0,0.178,-3.638,0.189,139.959,0.61,4,52,2018-08-06,210737,Stray Kids
423,I am WHO,7,0ivHl4o98F1DUOA0bQgEZs,갑자기 분위기 싸해질 필요 없잖아요 Awkward Silence,spotify:track:0ivHl4o98F1DUOA0bQgEZs,0.289,0.579,0.915,0.0,0.154,-2.582,0.224,199.974,0.765,4,52,2018-08-06,193751,Stray Kids
424,I am NOT,1,72Yh4fn3T5juTqCqSrcKWM,NOT!,spotify:track:72Yh4fn3T5juTqCqSrcKWM,0.0203,0.572,0.859,0.000382,0.236,-6.511,0.333,170.248,0.403,3,47,2018-03-26,82437,Stray Kids
425,I am NOT,2,3oJ7NaVHfhZBR0Yl9L3AhF,District 9,spotify:track:3oJ7NaVHfhZBR0Yl9L3AhF,0.0124,0.529,0.956,3.6e-06,0.119,-1.889,0.265,179.989,0.559,4,57,2018-03-26,211762,Stray Kids
427,I am NOT,4,7ineiuPt9Zo32gM4YECO3x,Awaken,spotify:track:7ineiuPt9Zo32gM4YECO3x,0.22,0.568,0.929,0.0,0.507,-1.778,0.232,81.997,0.602,4,48,2018-03-26,193975,Stray Kids
428,I am NOT,5,02gZBM6ZAxTYgyMpOdcTE6,ROCK (돌) ROCK,spotify:track:02gZBM6ZAxTYgyMpOdcTE6,0.0196,0.763,0.829,5.72e-05,0.0485,-3.448,0.234,141.986,0.409,4,49,2018-03-26,193469,Stray Kids
429,I am NOT,6,3S555Zc9GgUL59wbQIPgr7,잘 하고 있어 Grow Up,spotify:track:3S555Zc9GgUL59wbQIPgr7,0.193,0.557,0.935,0.0,0.328,-2.701,0.322,174.066,0.512,4,50,2018-03-26,210965,Stray Kids
430,I am NOT,7,6CIeX7pNuEd0VK279BizU5,3rd Eye,spotify:track:6CIeX7pNuEd0VK279BizU5,0.313,0.661,0.694,0.0,0.124,-4.401,0.343,139.76,0.327,4,51,2018-03-26,243960,Stray Kids
431,Mixtape,1,67LJNZyfDA1uaPCtlpyuKN,Hellevator,spotify:track:67LJNZyfDA1uaPCtlpyuKN,0.00816,0.515,0.816,0.0,0.351,-2.33,0.165,78.169,0.288,4,65,2018-01-08,240000,Stray Kids
432,Mixtape,2,1oXPJ9hS9fjFiQyQSOChu8,Grrr 총량의 법칙,spotify:track:1oXPJ9hS9fjFiQyQSOChu8,0.0426,0.675,0.963,0.0,0.398,-1.884,0.171,97.966,0.455,4,50,2018-01-08,189938,Stray Kids
433,Mixtape,3,53qnaL5GjmtOPOQZRsxWKd,어린 날개,spotify:track:53qnaL5GjmtOPOQZRsxWKd,0.172,0.666,0.938,0.0,0.319,-2.553,0.11,139.96,0.615,4,49,2018-01-08,200409,Stray Kids
435,Mixtape,5,7H6AnhZQDrzm8JPKcvD1KC,GLOW,spotify:track:7H6AnhZQDrzm8JPKcvD1KC,0.398,0.69,0.722,0.0,0.327,-4.905,0.0831,90.022,0.604,4,51,2018-01-08,204345,Stray Kids
